modelFreeScore,seqId,seq,semantic
1.851462201090909E-8,351,19049105 -1 956874 -1 1174888 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.851462201090909E-8,350,19049105 -1 956874 -1 1125315 -1 1174888 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
1.851462201090909E-8,342,19049105 -1 956874 -1 1174888 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
1.8420481759559765E-8,1232,1174888 1713332 -1  -2 ,'Hydrocodone' 'Amoxicillin' -1 -2 
1.8218145660874033E-8,1230,1177480 -1 1713332 -1  -2 ,'Ibuprofen' -1 'Amoxicillin' -1 -2 
1.8150968481902224E-8,5009,1125315 -1 1551099 -1 1125315 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Prednisone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.8150968481902224E-8,5006,1125315 -1 1551099 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Prednisone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.8150968481902224E-8,3621,1125315 -1 1125315 -1 956874 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Furosemide' -1 'Amoxicillin' -1 -2 
1.80080864989454E-8,3435,1125315 -1 967823 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Sodium Chloride' -1 'Acetaminophen' -1 -2 
1.7653625216370642E-8,4340,1125315 -1 1174888 -1 1125315 -1 956874 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Furosemide' -1 'Hydrocodone' -1 -2 
1.7653625216370642E-8,4338,1125315 -1 1174888 -1 1125315 -1 956874 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
1.7653625216370642E-8,3919,1125315 -1 1125315 -1 1125315 -1 956874 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Furosemide' -1 'Hydrocodone' -1 -2 
1.7653625216370642E-8,3917,1125315 -1 1125315 -1 1125315 -1 956874 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
1.7653625216370642E-8,3916,1125315 -1 1125315 -1 1125315 -1 1125315 -1 956874 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
1.7653625216370642E-8,3915,1125315 -1 1125315 -1 1125315 -1 956874 -1 956874 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Furosemide' -1 'Furosemide' -1 -2 
1.7653625216370642E-8,2767,1174888 -1 1174888 -1 1125315 -1 956874 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
1.7653625216370642E-8,2485,1174888 -1 1125315 -1 1125315 -1 956874 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Furosemide' -1 'Hydrocodone' -1 -2 
1.7653625216370642E-8,2483,1174888 -1 1125315 -1 1125315 -1 956874 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
1.7653625216370642E-8,1436,1713332 -1 1174888 -1 1125315 -1 1174888 -1 1174888 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
1.7653625216370642E-8,1435,1713332 -1 1174888 -1 1125315 -1 1125315 1174888 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.7653625216370642E-8,1434,1713332 -1 1174888 -1 1125315 -1 1125315 -1 1125315 1174888 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.7653625216370642E-8,1432,1713332 -1 1174888 -1 1125315 -1 1125315 -1 1174888 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
1.7653625216370642E-8,1431,1713332 -1 1174888 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.7653625216370642E-8,1429,1713332 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.7653625216370642E-8,1427,1713332 -1 1174888 -1 1174888 -1 1174888 -1 1174888 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
1.7653625216370642E-8,1426,1713332 -1 1174888 -1 1174888 -1 1125315 -1 1174888 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
1.7653625216370642E-8,1425,1713332 -1 1174888 -1 1174888 -1 1174888 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.7653625216370642E-8,1423,1713332 -1 1174888 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.7653625216370642E-8,1365,1713332 -1 1125315 -1 1125315 -1 956874 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
1.7653625216370642E-8,1358,1713332 -1 1125315 1174888 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.7653625216370642E-8,1269,1713332 -1 956874 -1 956874 -1  -2 ,'Amoxicillin' -1 'Furosemide' -1 'Furosemide' -1 -2 
1.761346602824665E-8,4252,1125315 -1 1174888 -1 1174888 -1 1506270 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Methylprednisolone' -1 -2 
1.760739584515071E-8,1773,1506270 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Methylprednisolone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.760739584515071E-8,1754,1506270 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Methylprednisolone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.760739584515071E-8,1732,1506270 -1 1174888 -1 1125315 -1  -2 ,'Methylprednisolone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.7438971978196984E-8,2854,1174888 -1 1308216 -1 1308216 -1  -2 ,'Hydrocodone' -1 'Lisinopril' -1 'Lisinopril' -1 -2 
1.7438971978196984E-8,1914,1308216 -1 1308216 -1 1308216 -1  -2 ,'Lisinopril' -1 'Lisinopril' -1 'Lisinopril' -1 -2 
1.7158506769213965E-8,3387,1125315 -1 956874 -1 1786621 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Cephalexin' -1 -2 
1.7158506769213965E-8,2102,1174888 -1 956874 -1 1786621 -1  -2 ,'Hydrocodone' -1 'Furosemide' -1 'Cephalexin' -1 -2 
1.702262771988597E-8,1464,1713332 -1 19121608 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Influenza virus vaccine' -1 'Amoxicillin' -1 -2 
1.6875941229494176E-8,1981,1201620 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Codeine' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.6875941229494176E-8,1977,1201620 -1 1125315 -1 1125315 1174888 -1  -2 ,'Codeine' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.6875941229494176E-8,1976,1201620 -1 1125315 1174888 -1 1174888 -1  -2 ,'Codeine' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
1.6875941229494176E-8,1971,1201620 -1 1125315 -1 1174888 -1  -2 ,'Codeine' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
1.6875941229494176E-8,1655,1545958 -1 1545958 -1 1174888 -1  -2 ,'atorvastatin' -1 'atorvastatin' -1 'Hydrocodone' -1 -2 
1.6875941229494176E-8,1653,1545958 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'atorvastatin' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.686405218669674E-8,5557,956874 -1 1174888 -1 1734104 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Azithromycin' -1 -2 
1.686405218669674E-8,2703,1174888 -1 1174888 -1 1506270 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Methylprednisolone' -1 'Hydrocodone' -1 -2 
1.686405218669674E-8,557,19049105 -1 19049105 -1 1734104 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 'Azithromycin' -1 -2 
1.6837843392627863E-8,3281,975125 -1 1125315 -1  -2 ,'Hydrocortisone' -1 'Acetaminophen' -1 -2 
1.6496526916906912E-8,5648,956874 -1 1742253 -1 1125315 -1 1125315 -1  -2 ,'Furosemide' -1 'Levofloxacin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.632878802863064E-8,5143,1125315 -1 1786621 -1 1125315 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Cephalexin' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.632878802863064E-8,5141,1125315 -1 1786621 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Cephalexin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.632878802863064E-8,762,1786621 -1 1125315 -1 1786621 -1  -2 ,'Cephalexin' -1 'Acetaminophen' -1 'Cephalexin' -1 -2 
1.623016775264817E-8,714,1786621 -1 1506270 -1  -2 ,'Cephalexin' -1 'Methylprednisolone' -1 -2 
1.6145213174823704E-8,4739,1125315 1174888 -1 1125315 -1 1154343 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Albuterol' -1 'Acetaminophen' -1 -2 
1.6145213174823704E-8,4329,1125315 -1 1174888 -1 1154343 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Albuterol' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.6145213174823704E-8,4258,1125315 -1 1174888 -1 1154343 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Albuterol' -1 'Hydrocodone' -1 -2 
1.6145213174823704E-8,3898,1125315 -1 1125315 -1 1154343 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Albuterol' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.6145213174823704E-8,3896,1125315 -1 1125315 -1 1154343 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Albuterol' -1 'Acetaminophen' -1 -2 
1.6145213174823704E-8,3843,1125315 -1 1125315 1174888 -1 1154343 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Albuterol' -1 'Hydrocodone' -1 -2 
1.6145213174823704E-8,3760,1125315 -1 1125315 1174888 -1 1154343 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Albuterol' -1 'Acetaminophen' -1 -2 
1.6145213174823704E-8,3666,1125315 -1 1125315 -1 1154343 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Albuterol' -1 'Hydrocodone' -1 -2 
1.5948839455565945E-8,5232,1124957 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Oxycodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5948839455565945E-8,5223,1124957 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Oxycodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5948839455565945E-8,4984,1125315 -1 1506270 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Methylprednisolone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5948839455565945E-8,4973,1125315 -1 1506270 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Methylprednisolone' -1 'Azithromycin' -1 -2 
1.5948839455565945E-8,4255,1125315 -1 1174888 -1 1506270 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Methylprednisolone' -1 'Acetaminophen' -1 -2 
1.5948839455565945E-8,2869,1174888 -1 1506270 -1 1125315 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Methylprednisolone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5948839455565945E-8,2705,1174888 -1 1174888 -1 1506270 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Methylprednisolone' -1 'Acetaminophen' -1 -2 
1.5948839455565945E-8,2285,1174888 -1 1125315 -1 1506270 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Methylprednisolone' -1 'Acetaminophen' -1 -2 
1.5948839455565945E-8,2282,1174888 -1 1125315 -1 1506270 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Methylprednisolone' -1 'Hydrocodone' -1 -2 
1.5911731304138572E-8,4980,1125315 -1 1506270 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Methylprednisolone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
1.584199933017965E-8,306,19049105 -1 967823 -1  -2 ,'Potassium Chloride' -1 'Sodium Chloride' -1 -2 
1.5777265887127293E-8,4864,1125315 1174888 -1 1125315 1174888 -1 1125315 -1 1734104 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Azithromycin' -1 -2 
1.5777265887127293E-8,4758,1125315 1174888 -1 1125315 -1 1125315 1174888 -1 1734104 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Azithromycin' -1 -2 
1.5777265887127293E-8,4750,1125315 1174888 -1 1125315 -1 1125315 -1 1734104 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Azithromycin' -1 -2 
1.5777265887127293E-8,4620,1125315 1174888 -1 1174888 -1 1125315 -1 1734104 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Azithromycin' -1 -2 
1.5777265887127293E-8,4409,1125315 -1 1174888 -1 1125315 1174888 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Azithromycin' -1 -2 
1.5777265887127293E-8,4402,1125315 -1 1174888 -1 1125315 -1 1174888 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,4400,1125315 -1 1174888 -1 1125315 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,4396,1125315 -1 1174888 -1 1125315 -1 1174888 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,4389,1125315 -1 1174888 -1 1125315 -1 1174888 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Azithromycin' -1 -2 
1.5777265887127293E-8,4378,1125315 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,4376,1125315 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,4361,1125315 -1 1174888 -1 1125315 -1 1125315 -1 1174888 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,4359,1125315 -1 1174888 -1 1125315 -1 1125315 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,4350,1125315 -1 1174888 -1 1125315 -1 1125315 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Azithromycin' -1 -2 
1.5777265887127293E-8,4321,1125315 -1 1174888 -1 1174888 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,4313,1125315 -1 1174888 -1 1174888 -1 1174888 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Azithromycin' -1 -2 
1.5777265887127293E-8,4304,1125315 -1 1174888 -1 1174888 -1 1125315 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,4302,1125315 -1 1174888 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,4287,1125315 -1 1174888 -1 1174888 -1 1125315 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,4279,1125315 -1 1174888 -1 1174888 -1 1125315 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Azithromycin' -1 -2 
1.5777265887127293E-8,4012,1125315 -1 1125315 -1 1125315 1174888 -1 1797513 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Ciprofloxacin' -1 -2 
1.5777265887127293E-8,4009,1125315 -1 1125315 -1 1125315 1174888 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Azithromycin' -1 -2 
1.5777265887127293E-8,4001,1125315 -1 1125315 -1 1125315 -1 1174888 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3999,1125315 -1 1125315 -1 1125315 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3996,1125315 -1 1125315 -1 1125315 -1 1174888 -1 1174888 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3994,1125315 -1 1125315 -1 1125315 -1 1174888 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3987,1125315 -1 1125315 -1 1125315 -1 1174888 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Azithromycin' -1 -2 
1.5777265887127293E-8,3975,1125315 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1 1125315 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3971,1125315 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3969,1125315 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3954,1125315 -1 1125315 -1 1125315 -1 1125315 -1 1174888 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3952,1125315 -1 1125315 -1 1125315 -1 1125315 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3940,1125315 -1 1125315 -1 1125315 -1 1125315 -1 1797513 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Ciprofloxacin' -1 -2 
1.5777265887127293E-8,3936,1125315 -1 1125315 -1 1125315 -1 1125315 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Azithromycin' -1 -2 
1.5777265887127293E-8,3935,1125315 -1 1125315 -1 1125315 -1 1734104 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Azithromycin' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3831,1125315 -1 1125315 1174888 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3780,1125315 -1 1125315 1174888 -1 1125315 1174888 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Azithromycin' -1 -2 
1.5777265887127293E-8,3770,1125315 -1 1125315 1174888 -1 1125315 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Azithromycin' -1 -2 
1.5777265887127293E-8,3740,1125315 -1 1125315 -1 1174888 -1 1174888 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3738,1125315 -1 1125315 -1 1174888 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3735,1125315 -1 1125315 -1 1174888 -1 1174888 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3728,1125315 -1 1125315 -1 1174888 -1 1174888 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Azithromycin' -1 -2 
1.5777265887127293E-8,3718,1125315 -1 1125315 -1 1174888 -1 1125315 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3716,1125315 -1 1125315 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3701,1125315 -1 1125315 -1 1174888 -1 1125315 -1 1174888 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
1.5777265887127293E-8,3699,1125315 -1 1125315 -1 1174888 -1 1125315 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
