modelFreeScore,seqId,seq,semantic
5.403469154535477E-7,1109,1124957 1125315 -1 1125315 -1  -2 ,'Oxycodone' 'Acetaminophen' -1 'Acetaminophen' -1 -2 
5.396113270397122E-7,3,723013 -1  -2 ,'Diazepam' -1 -2 
5.396071532439926E-7,258,1713332 -1 1786621 -1  -2 ,'Amoxicillin' -1 'Cephalexin' -1 -2 
5.382687577605803E-7,239,1797513 -1 1734104 -1  -2 ,'Ciprofloxacin' -1 'Azithromycin' -1 -2 
5.380049793884725E-7,862,1125315 -1 1125315 -1 1797513 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Ciprofloxacin' -1 -2 
5.376491061109469E-7,796,1125315 -1 778711 -1  -2 ,'Acetaminophen' -1 'cyclobenzaprine' -1 -2 
5.374948493864389E-7,947,1125315 -1 1174888 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Amoxicillin' -1 -2 
5.337280129021922E-7,1001,1125315 1174888 -1 1705674 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Trimethoprim' -1 -2 
5.313980376863231E-7,1143,956874 -1 1713332 -1 1125315 -1  -2 ,'Furosemide' -1 'Amoxicillin' -1 'Acetaminophen' -1 -2 
5.294992319552034E-7,799,708298 -1 1125315 -1  -2 ,'Midazolam' -1 'Acetaminophen' -1 -2 
5.292419669183239E-7,414,1713332 -1 1174888 -1 1174888 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
5.281879143712514E-7,870,1125315 -1 1125315 -1 19049105 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Potassium Chloride' -1 'Acetaminophen' -1 -2 
5.280840677301855E-7,376,1713332 -1 1307046 -1  -2 ,'Amoxicillin' -1 'Metoprolol' -1 -2 
5.262065518885121E-7,756,1153013 -1 1125315 -1 1125315 -1  -2 ,'Promethazine' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
5.261096826577528E-7,1019,1125315 1174888 -1 1705674 1836430 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Trimethoprim' 'Sulfamethoxazole' -1 -2 
5.261096826577528E-7,1008,1125315 1174888 -1 1836430 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Sulfamethoxazole' -1 -2 
5.244170021227183E-7,787,923645 -1 1125315 -1  -2 ,'Omeprazole' -1 'Acetaminophen' -1 -2 
5.243932342231679E-7,848,1125315 -1 1125315 -1 1551099 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Prednisone' -1 -2 
5.232900395454651E-7,685,1174888 -1 1713332 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' -1 'Hydrocodone' -1 -2 
5.212410769436431E-7,742,1154343 -1 1125315 -1 1125315 1174888 -1  -2 ,'Albuterol' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
5.194949073989996E-7,455,1551099 -1 1174888 -1 1174888 -1  -2 ,'Prednisone' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
5.194659993464405E-7,899,1125315 -1 1125315 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
5.177629880406753E-7,823,1125315 -1 1174888 -1 1124957 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Oxycodone' -1 -2 
5.169286841789663E-7,679,1174888 -1 1154343 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Albuterol' -1 'Hydrocodone' -1 -2 
5.16075181665927E-7,569,1201620 -1 1125315 1174888 -1  -2 ,'Codeine' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
5.146309840886689E-7,824,1125315 -1 1124957 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Oxycodone' -1 'Hydrocodone' -1 -2 
5.142400843814316E-7,354,1734104 -1 1174888 -1 1174888 -1  -2 ,'Azithromycin' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
5.132286042465022E-7,469,1539403 -1 956874 -1  -2 ,'Simvastatin' -1 'Furosemide' -1 -2 
5.126307689920893E-7,219,19049105 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
5.094692465119879E-7,657,1174888 -1 1125315 1174888 -1 1125315 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
5.070021500113548E-7,454,1551099 -1 1125315 -1 1174888 -1  -2 ,'Prednisone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
5.065567103045274E-7,654,1174888 -1 1125315 1174888 -1 1125315 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
5.063892709473868E-7,622,1174888 -1 1125315 -1 1713332 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Amoxicillin' -1 -2 
5.053702975071288E-7,1088,1125315 -1 19049105 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Potassium Chloride' -1 'Amoxicillin' -1 -2 
5.045628685758387E-7,1146,956874 -1 1125315 -1 1734104 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Azithromycin' -1 -2 
5.040918881101739E-7,453,1551099 -1 1174888 -1 1125315 -1  -2 ,'Prednisone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
5.037584122617331E-7,1043,1125315 1174888 -1 1174888 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
5.032077497965747E-7,902,1125315 -1 1125315 1174888 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
5.005750613441804E-7,456,1545958 -1 1545958 -1  -2 ,'atorvastatin' -1 'atorvastatin' -1 -2 
5.0040516576908E-7,917,1125315 -1 1125315 -1 1125315 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
5.002851138218808E-7,901,1125315 -1 1125315 1174888 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
5.002274319517578E-7,1040,1125315 1174888 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
4.984745926078394E-7,209,19049105 -1 1125315 -1 1713332 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Amoxicillin' -1 -2 
4.951553448036184E-7,827,1125315 -1 1149380 -1 1125315 -1  -2 ,'Acetaminophen' -1 'fluticasone' -1 'Acetaminophen' -1 -2 
4.924445143326357E-7,80,1551860 -1  -2 ,'Pravastatin' -1 -2 
4.921987155375252E-7,434,1705674 -1 1125315 1174888 -1  -2 ,'Trimethoprim' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
4.88877428594192E-7,865,1125315 -1 19121608 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Influenza virus vaccine' -1 'Acetaminophen' -1 -2 
4.886374212503567E-7,982,1125315 -1 1174888 -1 1125315 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
4.872857448368792E-7,368,1506270 -1 1713332 -1  -2 ,'Methylprednisolone' -1 'Amoxicillin' -1 -2 
4.860245250491625E-7,1014,1125315 1174888 -1 1174888 -1 19049105 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
4.860035207304699E-7,686,1174888 -1 1174888 -1 1713332 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Amoxicillin' -1 -2 
4.85742000633373E-7,437,1705674 1836430 -1 1125315 1174888 -1  -2 ,'Trimethoprim' 'Sulfamethoxazole' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
4.85742000633373E-7,234,1836430 -1 1125315 1174888 -1  -2 ,'Sulfamethoxazole' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
4.8263027279517E-7,621,1174888 -1 1713332 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' -1 'Acetaminophen' -1 -2 
4.798985976271903E-7,758,1149380 -1 1149380 -1  -2 ,'fluticasone' -1 'fluticasone' -1 -2 
4.792648017058225E-7,764,1149380 -1 1125315 -1 1125315 -1  -2 ,'fluticasone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
4.775714561622048E-7,588,1174888 -1 1103314 -1  -2 ,'Hydrocodone' -1 'Tramadol' -1 -2 
4.770758499355869E-7,857,1125315 -1 1759842 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Clavulanate' -1 'Acetaminophen' -1 -2 
4.7660310547420044E-7,319,1308216 -1 1734104 -1  -2 ,'Lisinopril' -1 'Azithromycin' -1 -2 
4.711465155104297E-7,1161,956874 -1 1125315 -1 956874 -1 1125315 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
4.7045665929373477E-7,1053,1125315 1174888 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
4.671177884043958E-7,936,1125315 -1 1154343 -1 1154343 -1  -2 ,'Acetaminophen' -1 'Albuterol' -1 'Albuterol' -1 -2 
4.669208922414034E-7,513,1346823 -1 1125315 -1 1125315 -1  -2 ,'carvedilol' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
4.6456843472744404E-7,598,1174888 -1 903963 -1  -2 ,'Hydrocodone' -1 'Triamcinolone' -1 -2 
4.641322002470248E-7,1090,1125315 -1 1713332 1759842 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' 'Clavulanate' -1 'Acetaminophen' -1 -2 
4.636971471766655E-7,979,1125315 -1 1174888 -1 1125315 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
4.6191254180137913E-7,1114,967823 986417 -1  -2 ,'Sodium Chloride' 'POLYETHYLENE GLYCOL 3350' -1 -2 
4.611885768195909E-7,272,1734104 -1 1759842 -1  -2 ,'Azithromycin' -1 'Clavulanate' -1 -2 
4.611877810801939E-7,12,905233 -1  -2 ,'Mometasone' -1 -2 
4.6047132142430757E-7,465,1539403 -1 1174888 -1  -2 ,'Simvastatin' -1 'Hydrocodone' -1 -2 
4.596758352847002E-7,1138,956874 -1 956874 -1 956874 -1 956874 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Furosemide' -1 'Furosemide' -1 -2 
4.574508878409184E-7,955,1125315 -1 1174888 -1 1797513 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Ciprofloxacin' -1 -2 
4.5723714483448103E-7,466,1125315 -1 1539403 -1  -2 ,'Acetaminophen' -1 'Simvastatin' -1 -2 
4.57170049533676E-7,256,1734104 -1 1786621 -1  -2 ,'Azithromycin' -1 'Cephalexin' -1 -2 
4.564342148807E-7,910,1125315 -1 1125315 1174888 -1 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
4.562536165244814E-7,597,903963 -1 1174888 -1  -2 ,'Triamcinolone' -1 'Hydrocodone' -1 -2 
4.5517612548637966E-7,663,1174888 -1 1125315 1174888 -1 1174888 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
4.547093984448532E-7,359,1734104 -1 1713332 1759842 -1  -2 ,'Azithromycin' -1 'Amoxicillin' 'Clavulanate' -1 -2 
4.538824560373354E-7,1165,956874 -1 1174888 -1 1713332 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Amoxicillin' -1 -2 
4.534294837158208E-7,501,1361711 -1 1174888 -1  -2 ,'Nitroglycerin' -1 'Hydrocodone' -1 -2 
4.532299692932767E-7,210,19049105 -1 1125315 -1 1734104 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Azithromycin' -1 -2 
4.5244439889820074E-7,401,1713332 -1 1125315 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Amoxicillin' -1 -2 
4.5226757306683587E-7,915,1125315 -1 1125315 -1 1125315 -1 956874 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
4.5202028710372684E-7,1121,939506 967823 -1  -2 ,'Sodium Bicarbonate' 'Sodium Chloride' -1 -2 
4.5123594421851117E-7,709,1174888 -1 1174888 -1 1125315 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
4.5101259191241795E-7,1056,1125315 1174888 -1 1125315 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
4.5091797630252595E-7,208,19049105 -1 1713332 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Amoxicillin' -1 'Acetaminophen' -1 -2 
4.4993577613045863E-7,780,1125315 -1 974166 -1  -2 ,'Acetaminophen' -1 'Hydrochlorothiazide' -1 -2 
4.4905283598872486E-7,775,1125315 -1 997881 -1  -2 ,'Acetaminophen' -1 'Clindamycin' -1 -2 
4.4823077477291236E-7,1048,1125315 1174888 -1 1174888 -1 1174888 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
4.477723133080125E-7,250,1797513 -1 1125315 -1 1125315 -1  -2 ,'Ciprofloxacin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
4.473667269977214E-7,119,1506270 -1 19121608 -1  -2 ,'Methylprednisolone' -1 'Influenza virus vaccine' -1 -2 
4.4691933030054596E-7,920,1125315 -1 1125315 -1 1125315 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
4.4612144833360296E-7,629,1174888 -1 1797513 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Ciprofloxacin' -1 'Acetaminophen' -1 -2 
4.4487975554939447E-7,1096,1125315 -1 1734104 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Azithromycin' -1 'Azithromycin' -1 -2 
4.4485978107396967E-7,811,1125315 -1 956874 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Amoxicillin' -1 -2 
4.4463647637542217E-7,971,1125315 -1 1174888 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
4.4392734940032037E-7,177,19049105 -1 1201620 -1  -2 ,'Potassium Chloride' -1 'Codeine' -1 -2 
4.4373946022711645E-7,1173,956874 -1 1713332 -1 1713332 -1  -2 ,'Furosemide' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
4.415634377971572E-7,703,1174888 -1 1174888 -1 1174888 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
4.380260083810162E-7,220,19049105 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
4.3761523506843073E-7,53,1177480 -1  -2 ,'Ibuprofen' -1 -2 
4.3693196347721355E-7,518,1332418 -1 1174888 -1  -2 ,'Amlodipine' -1 'Hydrocodone' -1 -2 
4.367792387424971E-7,1097,1125315 -1 1734104 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Azithromycin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
4.3593463078393855E-7,656,1174888 -1 1125315 1174888 -1 1174888 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
4.359272763063524E-7,240,1713332 -1 1797513 -1  -2 ,'Amoxicillin' -1 'Ciprofloxacin' -1 -2 
4.354053689028227E-7,420,1713332 -1 1713332 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
4.3533379556218924E-7,1042,1125315 1174888 -1 1174888 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
4.3496314496164455E-7,1176,939506 967823 986417 -1  -2 ,'Sodium Bicarbonate' 'Sodium Chloride' 'POLYETHYLENE GLYCOL 3350' -1 -2 
4.3496314496164455E-7,1115,939506 986417 -1  -2 ,'Sodium Bicarbonate' 'POLYETHYLENE GLYCOL 3350' -1 -2 
4.347703222077782E-7,1071,1125315 1174888 -1 1125315 1174888 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
4.344002724743953E-7,1064,1125315 1174888 -1 1125315 -1 1174888 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
4.3436962573982505E-7,316,1506270 -1 1734104 -1  -2 ,'Methylprednisolone' -1 'Azithromycin' -1 -2 
4.33684954808783E-7,683,1174888 -1 1551099 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Prednisone' -1 'Hydrocodone' -1 -2 
4.329432434473571E-7,389,1124957 -1 1713332 -1  -2 ,'Oxycodone' -1 'Amoxicillin' -1 -2 
4.3285993920596884E-7,561,1174888 -1 1201620 -1  -2 ,'Hydrocodone' -1 'Codeine' -1 -2 
4.3228510937959687E-7,1135,956874 19049105 -1 956874 -1  -2 ,'Furosemide' 'Potassium Chloride' -1 'Furosemide' -1 -2 
4.3194559869177606E-7,667,1174888 -1 1125315 -1 1125315 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
4.306240001069519E-7,1074,1125315 1174888 -1 1125315 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
4.2998668799947357E-7,987,1125315 -1 1174888 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
4.284399075013843E-7,844,1125315 -1 1506270 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Methylprednisolone' -1 'Acetaminophen' -1 -2 
4.2681428992183563E-7,1092,1125315 -1 1713332 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
4.2669975160724986E-7,370,1346823 -1 1713332 -1  -2 ,'carvedilol' -1 'Amoxicillin' -1 -2 
4.263742011112982E-7,196,19049105 -1 903963 -1  -2 ,'Potassium Chloride' -1 'Triamcinolone' -1 -2 
4.2560252490254674E-7,815,1125315 -1 956874 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
4.2449597873903163E-7,945,1125315 -1 1174888 -1 1551099 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Prednisone' -1 -2 
4.241059136665791E-7,383,1153013 -1 1713332 -1  -2 ,'Promethazine' -1 'Amoxicillin' -1 -2 
4.236215303399035E-7,1024,1125315 1174888 -1 1734104 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Azithromycin' -1 'Acetaminophen' -1 -2 
4.23157679479673E-7,620,1174888 -1 1125315 -1 1551099 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Prednisone' -1 -2 
4.230164883663874E-7,684,1174888 -1 1174888 -1 1551099 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Prednisone' -1 -2 
4.222750955440577E-7,926,1125315 -1 1125315 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
4.2202496763860316E-7,609,1174888 -1 1125315 -1 1124957 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Oxycodone' -1 -2 
4.2178651426884696E-7,688,1174888 -1 1174888 -1 1734104 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Azithromycin' -1 -2 
4.2046795365083136E-7,935,1125315 1153664 -1 1174888 -1  -2 ,'Acetaminophen' 'Propoxyphene' -1 'Hydrocodone' -1 -2 
4.195450527128763E-7,390,1713332 -1 1124957 -1  -2 ,'Amoxicillin' -1 'Oxycodone' -1 -2 
4.1923015349781757E-7,108,19121608 -1 1797513 -1  -2 ,'Influenza virus vaccine' -1 'Ciprofloxacin' -1 -2 
4.1653963727680344E-7,648,1174888 -1 1125315 -1 1174888 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
4.161062036400316E-7,712,1174888 -1 1174888 -1 1125315 1174888 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
4.160039307090872E-7,505,1308216 -1 1346823 -1  -2 ,'Lisinopril' -1 'carvedilol' -1 -2 
4.158781593440844E-7,369,1713332 -1 1506270 -1  -2 ,'Amoxicillin' -1 'Methylprednisolone' -1 -2 
4.1493641853726353E-7,674,1174888 -1 1125315 -1 1125315 1174888 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
4.147567388350241E-7,1131,956874 -1 956874 -1 1713332 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Amoxicillin' -1 -2 
4.1254737382766784E-7,42,1136980 -1  -2 ,'Ketorolac' -1 -2 
4.120902011911986E-7,841,1125315 -1 1125315 -1 1307046 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Metoprolol' -1 -2 
4.1125159021809397E-7,624,1174888 -1 1125315 -1 1734104 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Azithromycin' -1 -2 
4.1119289054135693E-7,958,1125315 -1 19121608 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Influenza virus vaccine' -1 'Hydrocodone' -1 -2 
4.1109396368907447E-7,737,1154343 -1 1154343 -1 1125315 -1  -2 ,'Albuterol' -1 'Albuterol' -1 'Acetaminophen' -1 -2 
4.1101929587352403E-7,241,1797513 -1 1713332 -1  -2 ,'Ciprofloxacin' -1 'Amoxicillin' -1 -2 
4.1082415121150126E-7,714,1174888 -1 1174888 -1 1125315 1174888 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
4.104065082382791E-7,1108,1124957 -1 1125315 -1 1125315 -1  -2 ,'Oxycodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
4.072539046911153E-7,888,1125315 -1 1125315 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
4.045645021285239E-7,869,1125315 -1 1125315 -1 1125315 -1 19049105 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Potassium Chloride' -1 -2 
4.0308885239233376E-7,534,1308216 -1 1308216 -1  -2 ,'Lisinopril' -1 'Lisinopril' -1 -2 
4.029677995760271E-7,351,1734104 -1 1125315 1174888 -1 1125315 -1  -2 ,'Azithromycin' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
4.01400714838791E-7,1055,1125315 1174888 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
4.009905747985967E-7,67,1367500 -1  -2 ,'Losartan' -1 -2 
4.0087740954846225E-7,954,1125315 -1 1797513 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Ciprofloxacin' -1 'Hydrocodone' -1 -2 
3.9917925387698747E-7,363,1713332 -1 1705674 -1  -2 ,'Amoxicillin' -1 'Trimethoprim' -1 -2 
3.9879758370316844E-7,800,1125315 -1 708298 -1  -2 ,'Acetaminophen' -1 'Midazolam' -1 -2 
3.987634323785306E-7,1164,956874 -1 1713332 -1 1174888 -1  -2 ,'Furosemide' -1 'Amoxicillin' -1 'Hydrocodone' -1 -2 
3.983377995897983E-7,334,1124957 -1 1734104 -1  -2 ,'Oxycodone' -1 'Azithromycin' -1 -2 
3.978555694034457E-7,468,956874 -1 1539403 -1  -2 ,'Furosemide' -1 'Simvastatin' -1 -2 
3.967260937689654E-7,350,1734104 -1 1125315 -1 1125315 1174888 -1  -2 ,'Azithromycin' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.95542909208792E-7,630,1174888 -1 1125315 -1 1797513 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Ciprofloxacin' -1 -2 
3.954557689302157E-7,257,1786621 -1 1734104 -1  -2 ,'Cephalexin' -1 'Azithromycin' -1 -2 
3.9352171338677204E-7,795,778711 -1 1125315 -1  -2 ,'cyclobenzaprine' -1 'Acetaminophen' -1 -2 
3.9205144182524266E-7,995,1125315 1174888 -1 1308216 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Lisinopril' -1 -2 
3.911939795779073E-7,1069,1125315 1174888 -1 1125315 1174888 -1 1174888 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
3.879417158238345E-7,560,1201620 -1 1201620 -1  -2 ,'Codeine' -1 'Codeine' -1 -2 
3.843021041742551E-7,1072,1125315 1174888 -1 1125315 1174888 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
3.8402645692667674E-7,322,1201620 -1 1734104 -1  -2 ,'Codeine' -1 'Azithromycin' -1 -2 
3.8370654865336946E-7,670,1174888 -1 1125315 -1 1125315 1174888 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
